CPU_PIN,PORT_IDX,PORT_BIT,Analog,IRQ,AF0,AF1,AF2,AF3,AF4,AF5,AF6,AF7,AF8,AF9,AF10,AF11,AF12,AF13,AF14,AF15,AF16,AF17,AF18,AF19,AF20,AF21,AF22,AF23,AF24,AF25,AF26,AF27,AF28,AF29,
P100,1,0,,,,,,,SPI0_MISO,
P101,1,1,,,,,,,SPI0_MOSI,
P102,1,2,,,,,,,SPI0_SCK,
P103,1,3,,,,,,,SPI0_SSL,
P400,4,0,,,,,,,I2C0_SCL,
P401,4,1,,,,,,,I2C0_SDA,
P410,4,10,,,,,,,,UART0_RX,
P411,4,11,,,,,,,,UART0_TX,
P415,4,15,,,,,,,,,
P112,1,12,,,,,,,,,,
P113,1,13,,,,,,,,,,
P114,1,14,,,,,,,,,,
